code,product_name,brands,generic_name,categories_tags,ingredients_text,silver,sonnet45,gpt4o,gemini25flash,status,enum_choices,your_arbitrage,note
0088300196890,Calvin Klein CK In2U Him Eau de Toilette,Calvin Klein,Voor een flinke dosis aantrekkingskracht spray je een beetje Calvin Klein Ck In2U Him Eau de Toilette op. De geur is mannelijk en kruidig.,"en:perfumes,nl:beauty,nl:herenparfum",,fragrance,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0095008006246,butler please 772,"L'Oréal, L'Oreal Consumer products, Essie",blue nail polish ,"en:makeup,en:nail-makeup,en:nail-polish","G2014379 - Ingredients: Ethyl Acetate, Butyl Acetate, Nitrocellulose, Tosylamide/epoxy Resin, Trimethyl Pentanyl Diisobutyrate, Isopropyl Alcohol, Tribenzoin, Stearalkonium Hectorite, Acetylated Hydrogenated Castor Glyceride, Sucrose Acetate Isobutyrate, Adipic Acid/neopentyl Glycol/trimellitic Anhy...",makeup,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0098400024825,Peppermint & Lime Deodorant,Neal's Yard Remedies,,"en:hygiene,en:deodorants",,deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0099482529772,Peppermint Fluoride Toothpaste,"Whole foods market, 365",,"en:hygiene,en:toothpastes","Sodium monofluorophosphate 0.76%, glycerin, water, calcium carbonate, hydrated silica, xylitol, sodium bicarbonate, carrageenan, sodium lauroyl sarcosinate, natural flavor, zinc citrate, benzyl alcohol",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0190679000187,Acondicionador Argan Oil of Morocco,Herbal Essences,acondicionador aceite de argán de marruecos.,"en:hair,en:hair-conditioners,en:hair-conditioners-for-damaged-hair","AQUA, STEARYL ALCOHOL, BEHENTRIMONIUM METHOSULFATE, BIS-AMINOPROPYL DIMETHICONE, CETYL ALCOHOL, PARFUM, BENZYL ALCOHOL, DICETYLDIMONIUM CHLORIDE, DISODIUM EDTA, BENZYL BENZOATE, HEXYL CINNAMAL, HISTIDINE, CITRIC ACID, LIMONENE, ALOE BARBADENSIS LEAF JUICE, ARGANIA SPINOSA KERNEL OIL, METHYLCHLOROISO...",hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
02459776,protection UV SPF 50+,ront production,,"en:suncare,en:in-sun-protections",Aqua ethylexyl,sun,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0273818502500,Huile de massage et de soin,"Phy, Phy Hygiène",,"en:body,en:body-oils",CAPRYLIC/CAPRIC TRIGLYCERIDE; PRUNUS AMYGDALUS DULCIS ( SWEET ALMOND) OIL; PARFUM (FRAGRANCE),body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0302994113002,Cetaphil Oil-Free Facial Moisturizer with Sunscreen SPF 35,Cetaphil,,en:face-lotions,"Avobenzone 2.8%, Homosalate 9.5%,  Octisalate 4.8%, Octocrylene 7% Inactive ingredients: Water, Glycerin, Dipropylene Glycol, Panthenol (Vitamin B5), Ethylhexyl Methoxycrylene, Isopropyl Palmitate, Silica, Niacinamide, Cetearyl Olivate, Cetearyl Alcohol, Glyceryl Stearate, Potassium Cetyl Phosphate,...",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0346209304236,Flüssigseife Sanft & Sensitiv Nachfüllbeutel,"Pure & Basic, Serpol-Cosmetics",,"en:hygiene,en:soaps","AQUA, SODIUM LAURETH SULFATE SODIUM CHLORIDE, COCAMIDOPROPYL BETAINE, GLYCERIN, COCO-GLUCOSIDE, GLYCERYL OLEATE, GLYCOL DISTEARATE, LAURETH-4, SODIUM BENZOATE, CITRIC ACID, PARFUM, SODIUM LACTATE, PANTHENOL, POTAS - SIUM SORBATE, TOCOPHEROL, HYDROGENATED PALM GLYCERIDES CITRATE, FORMIC ACID.",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0401035531864,Fresh Duschgel,Balea Men,,"en:hygiene,en:showers-and-baths,en:shower-gels",AQUA - SODIUM LAURETH SULFATE GLYCERIN COCAMIDOPRO - PYL BETAINE - MARIS SAL TOCOPHEROL - ASCORBYL PALMITATE PARFUM GLYCERYL OLEATE - PROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE HYDROGENATED PALM GLYCE - RIDES CITRATE· LECITHIN SODIUM BEN - ZOATE - POTASSIUM SORBATE CHLORIDE · CITRIC ACID LACTIC ACI...,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0561120249460,dentifrice expert,bio naïa,,"en:non-food-products,en:open-beauty-facts,en:toothpaste,fr:cosmetique","SORBITOL, AQUA, HYDRATED SILICA, MENTHA PIPERITA LEAF WATER*, ALOE BARBADENSIS LEAF JUICE*, LAURYL GLUCOSIDE, XANTHAN GUM, AROMA, SODIUM FLUORIDE, SODIUM BENZOATE, STEVIA REBAUDIANA EXTRACT, CITRIC ACID, POTASSIUM SORBATE, LIMONENE. Contient du fluorure de sodium (1450 ppm de Fluor). * Ingrédients i...",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0605592006845,Prep & Protect Leave-in Spray,"Unilever, Nexxus",,en:hair-sprays,"WATER (AQUA), MINERAL OIL, GLYCERIN, CETEARY ALCOHOL, FRAGRANCE (PARFUM), CYCLOPENTASILOXANE, PHENOXYETHANOL STEARAMIDOPROPYL DIMETHYLAMINE, 1,2-HEXANEDIOL, POLYQUATERNIUM CROSSPOLYMER-3, LACTIC ACID, DISODIUM EDTA, DIMETHICONOL, DIMETHICONE CROSSPOLYMER, HYDROLYZED ELASTIN, HYDROLYZED HYALURONIC AC...",hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0612082776010,No. 63 Shea Butter Enriched Soap,Pré de Province,,en:soaps,"Sodium Palmate, Sodium Palm Kerrelate, Aqua (Water), Parfum, (Fragrance), Palm Acid, Glycerin, Sodium Chloride, Palm Kemel Aco, Butyrospermum Parkii (Shea) Butter Extract, Tetrasodium EDTA Tetrasodium Etidronate, Sodium Hydroxide, CI 77288 (Chromium Oxide Greens), CI 77499 (Iron Oxides), CI 77492 (r...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0667550268375,Honey Lotion,Victoria's Secret,,"en:body,en:body-milks",water,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0667555840576,Black Cherry Merlot Gentle & Clean Foaming Hand Soap,Bath & Body Works,,"en:hygiene,en:soaps","Water (Aqua, Eau), Disodium Laureth Sulfosuccinate, Cocamidopropyl Hydroxysultaine, PEG-40 Hydrogenated Castor Oil, Propanediol, Sodium Cocoyl Glycinate, Fragrance (Parfum), PEG-7 Glyceryl Cocoate, Sodium C14-16 Olefin Sulfonate, Phenoxyethanol, Hydroxyacetophenone, Caprylyl Glycol, PEG-10, Aloe Bar...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0667555840590,Rose Water & Ivy Gentle & Clean Foaming Hand Soap,Bath & Body Works,,en:soaps,"Water (Aqua, Eau), Disodium Laureth Sulfosuccinate, Cocamidopropyl Hydroxysultaine, PEG-40 Hydrogenated Castor Oil, Propanediol, Sodium Cocoyl Glycinate, Fragrance (Parfum), PEG-7 Glyceryl Cocoate, Sodium C14-16 Olefin Sulfonate, Phenoxyethanol, Hydroxyacetophenone, Caprylyl Glycol, PEG-10, Aloe Bar...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0667556256925,Champagne Toast,White Barn,Handsoap,"en:hygiene,en:soaps","water, sodium c14-16 olefin sulfonate, cocamidopropyl betaine, sodium chloride, fragrance, oleth-10, hydroxyacetophenone, phenoxyethanol, caprylyl glycol, bht, disodium edta, peg-150 pentaerythrityl, terastearate, citric acid, ppg-2 hydroxyethyl cocamide, butyrospermum park|| (SHEA) BUTTER EXTRACT, ...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0667557015040,White Tea & Sage Gentle Foaming Hand Soap with Essential Oils,"Bath & Body Works, White Barn",,"en:hygiene,en:soaps","Water (Aqua, Eau), Ammonium Lauryl Sulfate, Oleth-10, Fragrance (Parfum), Disodium Laureth Sulfosuccinate, Cocamidopropyl Betaine, Propanediol, PEG-120 Methyl Glucose Dioleate, Hydroxyethyl Urea, Citric Acid, Aloe Barbadensis Leaf Juice, Citrus Limon (Lemon) Peel Oil, Tetrasodium Glutamate Diacetate...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0667557016528,Pumpkin Cupcake Gentle Foaming Handsoap with Natural Essential Oils,Bath & Body Works,,en:soaps,"Water (Aqua, Eau), Ammonium Lauryl Sulfate, Fragrance (Parfum), Oleth-10, Disodium Laureth Sulfosuccinate, Cocamidopropyl Betaine, Propanediol, PEG-120 Methyl Glucose Dioleate, Hydroxyethyl Urea, Aloe Barbadensis Leaf Juice, Citric Acid, Tetrasodium Glutamate Diacetate, Guar Hydroxypropyltrimonium C...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0667557016559,Lemon Poppyseed Gentle Foaming Hand Soap with Natural Essential Oils,Bath & Body Works,,en:soaps,"Water (Aqua, Eau), Ammonium Lauryl Sulfate, Fragrance (Parfum), Oleth-10, Disodium Laureth Sulfosuccinate, Cocamidopropyl Betaine. Propanediol, PEG-120 Methyl Glucose Dioleate, Hydroxyethyl Urea. Aloe Barbadensis Leaf Juice, Propylene Glycol, Citric Acid. Tetrasodium Glutamate Diacetate. Guar Hydrox...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0669191679411,Hydro-Fuel,,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0681131099356,Mineral Oil,Equate,,"en:accessories,en:body,en:body-oils,en:personal-lubricants,en:laxatives","Mineral oil, d-alpha tocopherol (Vitamin E)",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0702669936361,Berberine 1200mg,Nutricost,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0723934376460,Isana med akut Handcreme,"Dirk Rossmann GmbH, Isana",,"en:body,en:hand-creams,de:kosmetik",fühle und trockenheitsbedingter Juckreiz können somit reduziert werden. WIRKUNG & PFLEGE Die ISANA MED AKUT HANDCREME ist auf die Be - dürfnisse der besonders trockenen und rissigen Haut abge - stimmt. Die Rezeptur mit der Wirkstoffkombination aus Urea und Cica-Extrakt erhöht den Feuchtigkeitsgehalt...,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0735745796214,Gel Douche Gommant FLB,Frank LeBlond,Poudre d'Abricot et Miel,"en:hygiene,en:showers-and-baths,en:shower-gels,en:gels-douche,fr:gel-douche-gommant",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0741176240097,Empaque familiar cecibon jabón,,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0754590015844,CastorGuard,"Biome, biome",,"en:face,en:lip-balms,en:moisturiser",,face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
07581365,Ysthéal +,Avène,Antirides contour des yeux,"en:face,fr:contours-des-yeux",,face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0759316361106,Gel de baño,,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0764302280019,Raw Shea Butter Hydrating Body Lotion w/ Frankincense and Myrrh,Shea Moisture,,"en:body,en:body-creams,en:body-lotion,en:butter","Water, Shea Butter, Capric Triglyceride, Glyceryl Stearate, Sunflower Seed Oil, Cetearyl Alcohol, Stearyl Alcohol, Cacao Seed Butter, Coconut Oil, Castor Send Oil, Xanthan Gum, Mango Seed Butter, Jojoba Seed Oil, Aloe Barbadensis Leaf Juice, Allantoin, Argan Oil, Tocopheryl Acetate, Kelp Extract, My...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0772618061000,Cetaphil Gentle Skin Cleanser,"Nestlé, Cetaphil, Galderma",,"en:face,en:cleansers","Aqua, glycerin, cereal alcohol, sodium benzoate, sodium coconut isethionate, xanthan gum, panthenol, citric acid, niacinamide, pantolactone, fil 1747.",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0782353223038,Perfect Eyeliner Mate Black 2303,Italia Deluxe,liquid eyeliner with highly concentrated black pigment and precise fine-brush applicator.,"en:makeup,en:eyes-makeup,en:eyeliners","Distilled Water, Carnauba Wax, Polyacrylic Acid, Triethanolamine, Stearic Acid, Sorbitan Sesquioleate, Glycerine, Polyvinylpyrrolidone, Cera Alba, Methylparaben, Propylparaben, Phenoxyethanol, Black Oxide of Iron.",makeup,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0787790794998,Briogeo Farewell Frizz Blow Dry Perfection & Heat Protectant Crème,Briogeo,,"en:hair,en:hair-care,en:hair-masks","Water/aqua/eau, polyquaternium-37, propylene glycol dicaprylate/dicaprate, rose canine fruit oil*, argania spinosa kernel oil*, cocos nucifera (coconut) oil*, laminar saccharine extract*, bambusa arundinacea leaf extract*, panthenol,",hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0800897085605,NYX Professional Makeup Epic Ink Eyeliner,NYX,,"en:makeup,en:eyes,en:eyes-makeup,en:eyeliners,nl:beauty",. -Agua_verde= Beneficios:  El agua es un componente esencial en muchas fórmulas de maquillaje y ayuda a proporcionar la base líquida del producto. Consideraciones:  No hay contraindicaciones conocidas para el agua en maquillaje. -Propilenglicol_amarillo= Beneficios:  Actúa como un agente hidratante...,makeup,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0800897109134,NYX Professional Makeup Slim Eye SPE913 Sapphire Pencil,Nyx,,"en:makeup,en:eyes,en:eyes-makeup,en:eye-pencils,nl:beauty",". - Fenil Trimeticona_amarillo= Beneficios: Agente acondicionador que proporciona suavidad y brillo a la piel. Consideraciones: Generalmente seguro, pero puede causar obstrucción de los poros en algunas personas con piel propensa al acné. - Cera Microcristalina_amarillo= Beneficios: Agente espesante...",makeup,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0802535596382,Crema hidratante para el cabello,Africano pride,,"en:hair,en:hair-care",,hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0813606028916,Silicone Body Scrubber,Clean Logic,,"en:body,en:body-scrubs",Silicone,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
08136466,Biodegradable Facial Wipes,Superdrugs,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0817835010100,Lavender Facial Tonic Hydrosoul,Evanhealy,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0817835012159,Lavender Facial Tonic Hydrosoul,Evanhealy,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0827854026402,Hello super fresh spearmint,"Hello, Colgate-palmolive",,"en:hygiene,en:toothpastes","Water, sorbitol, hydrated silica, glycerin, xylitol, flavor, xanthan gum, sodium cocoyl glutamate, cocamidopropyl betaine, rebaudioside a",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0832992018837,eos lip balm,,,"en:lip-balm,en:lip-balms",,face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0850005911395,Cedarwood Scent Clean + Fresh Face & Body Soap,Axe,,en:soaps,"Sodium palmate, Water (aqua), Sodium palm kernelate, Glycerin, Fragrance (parfum), Talc, Sodium chloride, Tetrasodium EDTA, Tetrasodium etidronate, Alpha-isomethylionone, Benzyl alcohol, Benzyl salicylate, Coumarin, Limonene, Linalool, Iron oxide.",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0859875003049,Mediplus DS,Mediplus,,"en:hygiene,en:toothpastes","Hydrated silica, sorbitol, glycerine, desensitizing agent, sodium monofluorophosphate, whitening agent, sodium chloride, sodium saccharine, sodium benzoate, monoammonium glyceriginate, sodium lateral sulfate, flavor and aqua Maximum fluoride ion: 1000 ppm",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
0921175510043,Joy Cracked,Joy,,"en:body,en:body-creams,fr:cremes-pour-les-pieds","eau, glycérine, vaseline, huile minérale, urée, stéarate de glycéryle, acide stéarique, cétacé Alcool stéarylique de cire, diméthicone, Laureth-25, Sodium Laureth Sulfate, Urine Flavine, parfum, méthylparabène, propylparabène, butylhydroxytoluène, 2-bromo-2-nitropropane-1,3-diol.",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
10545635,parodontax,Parodontax,,"en:hygiene,en:toothpastes","Sodium Bicarbonate, Aqua, Glycerin, Hydrated Silica, Cocamidopropyl Betaine, Aroma, Xanthan, Gum, Titanium Dioxide, Sodium Fluoride, Sodium Saccharin. contient du fluorure de sodium (1400 ppm de fluor)",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
11126270,Dove,"Unilever, Dove",,en:face-lotions,Test.,face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
1237654876548,Pure Petroleum Jelly Clásica,Zurly,vaselina humectante y protectora.,"en:body,en:body-gels","Paraffinum Liquidum, Paraffin, Microcrystalline Wax.",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
1237654876838,Cocoa Petroleum Jelly Clásica,Zurly,vaselina de manteca de cacao.,"en:body,en:body-gels","Paraffinum Liquidum, Paraffin, Microcrystalline Wax, Fragrance, Theobroma Cacao Seed Butter (Cocoa Seed Butter).",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
15063397,PURE SPORT desodorante corporal,Old Spice,,"en:hygiene,en:deodorants,es:antitranspirante,es:body-spray,es:desodorante","Alcohol denat., butane, isobutane, propane, aqua, parfum, limonene, linalool, hexyl cinnamal, cotronellol, geraniol, benzyl salicylate, alpha-isomethylionone, citral, eugenol, cinnamal.",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
16005413,Wahre Schätze Pflegende Spülung Argan Camelia-Öl,Garnier,,"en:hair,en:hair-conditioners,de:pflegende-spülung",,hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
2000000000528,Soak and Float,LUSH,Shampoing solide,"en:hair,en:shampoos,en:solid-shampoos,ru:твёрдый-шампунь","Laurylsulfate de sodium (Sodium Lauryl Sulfate), Eau (Aqua), Parfum (parfum), Absolue de bois de cèdre (Cupressus funebris), Huile essentielle de rose (Rosa damascena), Absolue de tonka (Dipteryx odorata), Huile essentielle de cade (Juniperus oxycedrus), Pétales de fleurs de souci (Calendula officin...",hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
2000000003667,Bio-oil Natural,Bio-Oil,"Aceite para la piel, especializado para cicatrices y estrías","en:body,en:body-oils,en:aceite-para-la-piel","Glycine Soja Oil, Helianthus Annuus Seed Oil, Carthamus Tinctorius Seed Oil, Simmondsia Chinensis Seed Oil, Salvia Hispanica Seed Oil, Punica Granatum Seed Oil, Plukenetia Volubilis Seed Oil, Triticum Vulgare Germ Oil, Rosa Canina Fruit Oil, Calendula Officinalis Extract, Lavandula Angustifolia Oil,...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
2000000003671,DD Cream and sunscreen,Mira Dror,Sunscreen and hydrating lotion,"en:makeup,en:face,en:face-makeup,en:facial-creams,en:suncare,en:anti-aging-face-care-products,en:dd-creams,en:in-sun-protections,en:sunscreen,en:protector-solar","Water, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, C12-15 alkyl benzoate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Methoxycinneme Disopropyl adipate, Cetearyl Alcohol, Ceteth-20 Phosphate, Dicetyl Phosphate, Ethylhexyl Triazone, Propylene Glycol, Acrylates Copolymer, Dilsopropyl se...",makeup,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
